Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
1480,HK.00722,保健/生物科技,醫療保健服務,N/A,-60.66,37,41,55,82
1481,HK.09913,建築及建築材料,建築材料,N/A,-60.83,37,31,2,1
1482,HK.01931,保健/生物科技,醫療保健設備及用品,N/A,-61.05,37,23,13,21
1483,HK.06136,公用事業,水公用事業,N/A,-61.06,37,34,28,19
1484,HK.03145,其他,交易所買賣基金,N/A,-61.09,37,30,37,41
1485,HK.00177,基建,公路基建,N/A,-61.19,37,31,38,75
1486,HK.01359,金融證券,投資控股及資產管理,N/A,-61.28,37,29,36,70
1487,HK.01542,公用事業,水公用事業,N/A,-61.31,37,49,30,51
1488,HK.08353,科技,軟件及資訊科技顧問,N/A,-61.37,36,33,41,19
1489,HK.00929,電子,電器部件及設備,N/A,-61.4,36,20,13,13
1490,HK.01985,科技,軟件及資訊科技顧問,N/A,-61.51,36,37,34,22
1491,HK.08126,零售/貿易,汽車零售,N/A,-61.66,36,29,13,37
1492,HK.00922,其他,殯儀服務,N/A,-61.97,36,47,41,21
1493,HK.00012,地產,綜合地產,N/A,-62.11,36,28,27,53
1494,HK.02182,工業,造紙、印刷及包裝,N/A,-62.27,36,49,30,45
1495,HK.00119,地產,中國房地產,N/A,-62.34,36,41,33,55
1496,HK.00351,物流運輸,海運,N/A,-62.53,36,88,46,32
1497,HK.01466,零售/貿易,鐘錶珠寶,N/A,-63.13,36,38,59,38
1498,HK.00032,其他,綜合支援服務,N/A,-63.19,36,39,59,86
1499,HK.02821,其他,交易所買賣基金,N/A,-63.21,36,33,41,56
1500,HK.00607,地產,中國房地產,N/A,-63.3,36,41,41,88
1501,HK.03316,地產,物業管理及代理,N/A,-63.39,36,32,32,17
1502,HK.02319,食品/飲料製造,飲品,N/A,-63.4,36,27,30,35
1503,HK.00091,保健/生物科技,醫療保健設備及用品,N/A,-63.52,36,27,65,44
1504,HK.02633,保健/生物科技,製藥,N/A,-63.54,36,20,58,92
1505,HK.00078,飲食/酒店/旅遊,酒店,N/A,-63.56,36,32,51,66
1506,HK.00683,地產,中國房地產,N/A,-63.6,36,36,46,52
1507,HK.02588,航空,航空支援及其他服務,N/A,-63.73,36,34,36,28
1508,HK.01869,飲食/酒店/旅遊,食肆,N/A,-63.74,36,56,49,20
1509,HK.00897,保健/生物科技,製藥,N/A,-63.82,36,58,69,34
1510,HK.00158,地產,地產投資,N/A,-63.9,36,41,48,72
1511,HK.03093,其他,交易所買賣基金,N/A,-63.91,35,30,28,44
1512,HK.03086,其他,交易所買賣基金,N/A,-63.92,35,23,37,26
1513,HK.02834,其他,交易所買賣基金,N/A,-64.05,35,23,36,26
1514,HK.03768,公用事業,水公用事業,N/A,-64.13,35,30,45,54
1515,HK.00222,金融證券,保險,N/A,-64.2,35,42,56,34
1516,HK.01468,金融證券,其它綜合性金融服務,N/A,-64.22,35,67,12,8
1517,HK.00025,綜合企業,綜合企業,N/A,-64.23,35,37,43,54
1518,HK.01731,紡織/服飾製造,體育用品,N/A,-64.26,35,7,20,4
1519,HK.01992,飲食/酒店/旅遊,酒店,N/A,-64.32,35,19,26,24
1520,HK.08367,飲食/酒店/旅遊,食肆,N/A,-64.73,35,5,8,0
1521,HK.08167,科技,電訊及網絡器材,N/A,-65.03,35,16,17,36
1522,HK.08179,食品/飲料製造,飲品,N/A,-65.05,35,44,19,96
1523,HK.08152,工業,工業機械及設備,N/A,-65.22,35,65,53,16
1524,HK.08405,保健/生物科技,醫療保健服務,N/A,-65.36,35,37,55,39
1525,HK.01557,建築及建築材料,建築,N/A,-65.51,35,71,64,82
1526,HK.00399,零售/貿易,美容護膚,N/A,-65.67,35,88,78,84
1527,HK.08532,建築及建築材料,建築,N/A,-65.69,35,47,13,28
1528,HK.07374,其他,基金,N/A,-66.24,35,43,47,51
1529,HK.00229,工業,家居耐用消費品,N/A,-66.38,35,39,52,52
1530,HK.01283,建築及建築材料,建築,N/A,-66.48,35,40,49,51
1531,HK.00188,金融證券,證券及經紀業,N/A,-66.53,35,38,30,42
1532,HK.00077,物流運輸,陸運,N/A,-66.6,35,22,19,47
1533,HK.03393,電子,電器部件及設備,N/A,-66.61,35,38,12,20
1534,HK.00641,工業,工業機械及設備,N/A,-66.64,35,24,31,49
1535,HK.01555,石油化工,石油/燃氣加工及分銷,N/A,-66.82,34,23,58,43
1536,HK.02096,保健/生物科技,製藥,N/A,-66.83,34,12,52,84
1537,HK.01983,銀行,綜合性銀行,N/A,-67.06,34,70,77,68
1538,HK.00327,電子,電器部件及設備,N/A,-67.22,34,58,91,16
1539,HK.00346,石油化工,綜合石油與燃氣,N/A,-67.3,34,40,86,7
1540,HK.01963,銀行,綜合性銀行,N/A,-67.51,34,22,41,56
1541,HK.00552,科技,電訊服務,N/A,-67.56,34,12,33,25
1542,HK.06889,飲食/酒店/旅遊,賭場與賭博,N/A,-67.79,34,25,50,59
1543,HK.00075,地產,中國房地產,N/A,-68.23,34,50,58,38
1544,HK.00506,食品/飲料製造,飲品,N/A,-68.24,34,27,22,27
1545,HK.02102,工業,工業機械及設備,N/A,-68.47,34,32,21,19
1546,HK.00991,公用事業,電力公用事業,N/A,-68.67,34,71,13,22
1547,HK.00264,紡織/服飾製造,其他紡織及成衣,N/A,-68.74,34,35,67,91
1548,HK.03939,金屬/採礦,金屬採礦及相關貿易,N/A,-68.78,34,38,47,40
1549,HK.00272,地產,中國房地產,N/A,-68.81,34,26,51,46
1550,HK.00837,工業,個人及家居用品,N/A,-68.86,34,44,51,57
1551,HK.02233,建築及建築材料,建築材料,N/A,-68.91,34,28,25,27
1552,HK.02558,銀行,綜合性銀行,N/A,-69.13,34,33,59,51
1553,HK.06199,銀行,綜合性銀行,N/A,-69.14,34,33,36,49
1554,HK.00817,地產,中國房地產,N/A,-69.18,34,47,28,76
1555,HK.07232,其他,基金,N/A,-69.39,34,21,23,55
1556,HK.00391,影視/傳媒,影視娛樂,N/A,-69.51,34,32,28,41
1557,HK.01848,航空,航空支援及其他服務,N/A,-69.6,34,36,53,75
1558,HK.01708,科技,軟件及資訊科技顧問,N/A,-69.78,33,20,8,11
1559,HK.00373,金融證券,投資控股及資產管理,N/A,-69.87,33,35,56,69
1560,HK.00573,飲食/酒店/旅遊,食肆,N/A,-70.16,33,28,37,59
1561,HK.06898,工業,造紙、印刷及包裝,N/A,-70.39,33,11,17,85
1562,HK.02886,公用事業,燃氣公用事業,N/A,-70.57,33,18,32,27
1563,HK.01456,金融證券,證券及經紀業,N/A,-70.66,33,18,16,36
1564,HK.00564,工業,汽車,N/A,-71.03,33,46,62,68
1565,HK.00247,地產,綜合地產,N/A,-71.18,33,36,40,53
1566,HK.00062,物流運輸,陸運,N/A,-71.25,33,36,59,74
1567,HK.02009,建築及建築材料,建築材料,N/A,-71.41,33,45,65,71
1568,HK.01637,建築及建築材料,建築,N/A,-71.42,33,16,15,19
1569,HK.00703,飲食/酒店/旅遊,食肆,N/A,-71.47,33,57,39,56
1570,HK.01252,建築及建築材料,建築材料,N/A,-71.58,33,15,43,46
1571,HK.00822,電子,電器部件及設備,N/A,-71.6,33,56,16,41
1572,HK.01949,科技,軟件及資訊科技顧問,N/A,-71.62,33,56,15,91
1573,HK.00270,公用事業,水公用事業,N/A,-71.69,33,29,49,80
1574,HK.03087,其他,交易所買賣基金,N/A,-71.79,33,20,24,23
1575,HK.00313,地產,中國房地產,N/A,-71.83,33,52,52,74
1576,HK.83093,其他,交易所買賣基金,N/A,-71.93,33,33,32,47
1577,HK.00459,地產,物業管理及代理,N/A,-72.08,33,82,54,25
1578,HK.00278,地產,綜合地產,N/A,-72.13,33,55,39,46
1579,HK.00423,影視/傳媒,出版,N/A,-72.24,33,22,19,33
1580,HK.00574,保健/生物科技,製藥,N/A,-72.31,33,50,36,44
1581,HK.01259,零售/貿易,美容護膚,N/A,-72.35,33,18,35,69
1582,HK.00306,物流運輸,陸運,N/A,-72.38,32,60,66,61
1583,HK.00563,地產,中國房地產,N/A,-72.49,32,53,25,76
1584,HK.01203,金屬/採礦,金屬採礦及相關貿易,N/A,-72.57,32,33,31,49
1585,HK.06881,金融證券,證券及經紀業,N/A,-72.91,32,33,33,52
1586,HK.08482,物流運輸,航空貨運與物流,N/A,-73.02,32,66,10,11
1587,HK.01618,建築及建築材料,建築,N/A,-73.25,32,24,21,18
1588,HK.01286,電子,電器部件及設備,N/A,-73.35,32,58,73,33
1589,HK.03633,公用事業,燃氣公用事業,N/A,-73.47,32,22,16,31
1590,HK.08452,金融證券,消費信貸及貸款融資,N/A,-73.48,32,66,25,43
1591,HK.01308,物流運輸,海港與服務,N/A,-73.61,32,31,13,18
1592,HK.00132,綜合企業,綜合企業,N/A,-73.71,32,34,81,91
1593,HK.02819,其他,交易所買賣基金,N/A,-73.85,32,30,38,52
1594,HK.00725,電子,電器部件及設備,N/A,-73.97,32,63,69,34
1595,HK.01957,紡織/服飾製造,紡織及成衣,N/A,-74.18,32,70,64,9
1596,HK.02057,物流運輸,航空貨運與物流,N/A,-74.48,32,53,44,32
1597,HK.03322,紡織/服飾製造,體育用品,N/A,-74.86,32,49,45,59
1598,HK.01821,金融證券,投資控股及資產管理,N/A,-74.89,32,28,29,68
1599,HK.00576,基建,公路基建,N/A,-74.92,32,21,34,27
1600,HK.01851,其他,綜合支援服務,N/A,-74.93,32,69,69,74
1601,HK.02738,金屬/採礦,金屬採礦及相關貿易,N/A,-75.39,32,31,47,73
1602,HK.01679,科技,軟件及資訊科技顧問,N/A,-75.48,32,61,69,90
1603,HK.01443,飲食/酒店/旅遊,食肆,N/A,-75.7,32,41,9,81
1604,HK.00701,石油化工,綜合化工產品,N/A,-75.99,32,32,28,48
1605,HK.00322,食品/飲料製造,包裝食品與肉類,N/A,-76.23,32,42,18,53
1606,HK.80737,基建,公路基建,N/A,-76.26,31,37,49,46
1607,HK.08627,其他,綜合支援服務,N/A,-76.51,31,45,86,38
1608,HK.08006,影視/傳媒,出版,N/A,-76.58,31,35,52,39
1609,HK.00196,石油化工,石油/燃氣設備及服務,N/A,-76.6,31,45,38,22
1610,HK.09187,其他,交易所買賣基金,N/A,-76.62,31,32,55,38
1611,HK.08041,紡織/服飾製造,體育用品,N/A,-76.66,31,27,13,19
1612,HK.01669,金融證券,消費信貸及貸款融資,N/A,-76.72,31,27,21,43
1613,HK.00288,食品/飲料製造,農產品,N/A,-76.79,31,65,65,84
1614,HK.02217,飲食/酒店/旅遊,食肆,N/A,-77.05,31,64,27,83
1615,HK.01621,石油化工,石油/燃氣加工及分銷,N/A,-77.05,31,34,25,20
1616,HK.01599,建築及建築材料,建築,N/A,-77.07,31,32,46,34
1617,HK.01373,零售/貿易,其他零售,N/A,-77.09,31,36,43,39
1618,HK.08023,建築及建築材料,建築,N/A,-77.12,31,29,34,47
1619,HK.00369,地產,綜合地產,N/A,-77.2,31,26,33,36
1620,HK.00225,地產,地產投資,N/A,-77.32,31,32,38,58
1621,HK.06868,食品/飲料製造,飲品,N/A,-77.42,31,18,45,51
1622,HK.00896,建築及建築材料,建築,N/A,-77.57,31,29,25,23
1623,HK.01503,地產,房地產投資信託基金,N/A,-77.64,31,17,27,30
1624,HK.01036,地產,地產投資,N/A,-77.74,31,31,29,61
1625,HK.01433,工業,造紙、印刷及包裝,N/A,-77.96,31,23,16,33
1626,HK.00194,地產,中國房地產,N/A,-78.13,31,37,33,34
1627,HK.03636,影視/傳媒,影視娛樂,N/A,-78.45,31,17,43,20
1628,HK.09999,科技,軟件及資訊科技顧問,N/A,-78.46,31,43,50,60
1629,HK.02877,保健/生物科技,製藥,N/A,-78.56,30,42,37,28
1630,HK.02166,科技,半導體,N/A,-78.58,30,38,18,23
1631,HK.00348,保健/生物科技,醫療保健設備及用品,N/A,-78.68,30,82,42,70
1632,HK.08451,工業,個人及家居用品,N/A,-78.7,30,26,27,22
1633,HK.08668,飲食/酒店/旅遊,旅遊,N/A,-78.79,30,47,54,14
1634,HK.00686,公用事業,環保公用事業,N/A,-79.01,30,48,58,24
1635,HK.00455,保健/生物科技,生物科技,N/A,-79.29,30,28,13,11
1636,HK.01426,地產,房地產投資信託基金,N/A,-79.36,30,22,36,43
1637,HK.00383,保健/生物科技,醫療保健服務,N/A,-79.37,30,52,88,77
1638,HK.03395,石油化工,石油/燃氣勘探,N/A,-79.4,30,50,27,11
1639,HK.00987,公用事業,環保公用事業,N/A,-79.57,30,18,11,6
1640,HK.01292,物流運輸,航空貨運與物流,N/A,-79.64,30,16,60,84
1641,HK.00579,公用事業,燃氣公用事業,N/A,-79.75,30,35,23,19
1642,HK.02225,其他,綜合支援服務,N/A,-79.83,30,28,21,13
1643,HK.01906,紡織/服飾製造,紡織及成衣,N/A,-79.94,30,17,43,80
1644,HK.08285,紡織/服飾製造,其他紡織及成衣,N/A,-80.3,30,77,18,14
1645,HK.01108,工業,工業用品,N/A,-80.42,30,5,6,14
1646,HK.00532,電子,電器部件及設備,N/A,-80.42,30,17,11,14
1647,HK.00939,銀行,綜合性銀行,N/A,-80.54,30,28,30,63
1648,HK.01884,工業,造紙、印刷及包裝,N/A,-80.58,30,42,26,33
1649,HK.01341,工業,工業機械及設備,N/A,-80.79,30,84,80,26
1650,HK.01596,工業,工業機械及設備,N/A,-80.86,30,40,24,21
1651,HK.03187,其他,交易所買賣基金,N/A,-81.07,30,30,54,37
1652,HK.06133,科技,綜合科技,N/A,-81.19,30,70,83,17
1653,HK.00213,零售/貿易,鐘錶珠寶,N/A,-81.57,29,32,42,45
1654,HK.01732,物流運輸,海港與服務,N/A,-81.64,29,23,20,14
1655,HK.06616,石油化工,綜合化工產品,N/A,-81.91,29,23,5,14
1656,HK.06913,其他,綜合支援服務,N/A,-81.97,29,52,71,70
1657,HK.00983,建築及建築材料,建築,N/A,-82.01,29,54,52,36
1658,HK.00408,石油化工,綜合化工產品,N/A,-82.05,29,38,17,20
1659,HK.02885,電子,電器部件及設備,N/A,-82.22,29,35,33,39
1660,HK.02108,飲食/酒店/旅遊,食肆,N/A,-82.36,29,65,9,11
1661,HK.00392,公用事業,燃氣公用事業,N/A,-82.43,29,42,34,21
1662,HK.00215,科技,電訊服務,N/A,-82.55,29,36,45,78
1663,HK.00212,地產,地產投資,N/A,-82.81,29,31,44,59
1664,HK.00105,地產,地產投資,N/A,-82.85,29,35,50,60
1665,HK.00066,基建,鐵路基建,N/A,-82.87,29,31,41,60
1666,HK.03143,其他,交易所買賣基金,N/A,-82.92,29,19,24,43
1667,HK.02355,建築及建築材料,建築,N/A,-83.09,29,36,18,68
1668,HK.01593,其他,綜合支援服務,N/A,-83.15,29,51,65,74
1669,HK.01326,影視/傳媒,影視娛樂,N/A,-83.24,29,38,23,53
1670,HK.01045,科技,衛星及航天科技,N/A,-83.25,29,21,26,38
1671,HK.01742,建築及建築材料,建築,N/A,-83.39,29,17,43,40
1672,HK.00737,基建,公路基建,N/A,-83.44,29,31,36,36
1673,HK.06818,銀行,綜合性銀行,N/A,-83.51,29,26,32,63
1674,HK.00529,科技,綜合科技,N/A,-83.68,29,16,13,31
1675,HK.00311,紡織/服飾製造,紡織及成衣,N/A,-83.76,28,19,12,29
1676,HK.00150,影視/傳媒,廣告,N/A,-83.76,28,74,26,21
1677,HK.00253,飲食/酒店/旅遊,酒店,N/A,-84.17,28,27,39,54
1678,HK.01459,建築及建築材料,建築,N/A,-84.39,28,53,58,33
1679,HK.00234,金融證券,消費信貸及貸款融資,N/A,-84.46,28,56,42,39
1680,HK.08106,科技,軟件及資訊科技顧問,N/A,-84.64,28,92,18,21
1681,HK.02368,紡織/服飾製造,體育用品,N/A,-84.7,28,39,35,37
1682,HK.00856,科技,軟件及資訊科技顧問,N/A,-84.71,28,14,27,24
1683,HK.09813,其他,交易所買賣基金,N/A,-84.95,28,21,28,46
1684,HK.01881,地產,房地產投資信託基金,N/A,-85.1,28,25,36,44
1685,HK.00608,紡織/服飾製造,紡織及成衣,N/A,-85.5,28,29,39,55
1686,HK.01572,金融證券,其它綜合性金融服務,N/A,-85.5,28,47,14,4
1687,HK.03332,保健/生物科技,醫療保健設備及用品,N/A,-85.57,28,84,81,58
1688,HK.00088,地產,綜合地產,N/A,-85.64,28,27,35,51
1689,HK.00083,地產,綜合地產,N/A,-85.66,28,25,63,52
1690,HK.08309,工業,環保產品及服務,N/A,-85.72,28,38,21,10
1691,HK.01913,紡織/服飾製造,其他紡織及成衣,N/A,-85.74,28,42,39,34
1692,HK.00219,飲食/酒店/旅遊,酒店,N/A,-85.87,28,34,30,72
1693,HK.00823,地產,房地產投資信託基金,N/A,-86.02,28,32,46,57
1694,HK.00874,保健/生物科技,製藥,N/A,-86.22,28,28,29,60
1695,HK.00386,石油化工,綜合石油與燃氣,N/A,-86.25,28,35,27,38
1696,HK.00626,銀行,綜合性銀行,N/A,-86.27,28,23,22,27
