Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
379,HK.01013,科技,電訊及網絡器材,N/A,77.83,83,83,41,96
380,HK.02128,建築及建築材料,建築材料,N/A,77.78,83,76,38,79
381,HK.00496,工業,家居耐用消費品,N/A,77.63,83,74,36,63
382,HK.83186,其他,交易所買賣基金,N/A,77.34,83,87,91,88
383,HK.08523,建築及建築材料,建築,N/A,76.93,83,90,96,92
384,HK.06118,保健/生物科技,醫療保健服務,N/A,76.77,83,99,99,1
385,HK.02011,紡織/服飾製造,紡織及成衣,N/A,76.25,83,91,63,71
386,HK.00619,金融證券,證券及經紀業,N/A,76.15,83,50,69,26
387,HK.00789,零售/貿易,鐘錶珠寶,N/A,76.09,83,66,87,94
388,HK.00852,石油化工,石油/燃氣加工及分銷,N/A,75.76,83,70,78,85
389,HK.01959,零售/貿易,汽車零售,N/A,75.67,83,83,63,34
390,HK.01483,工業,環保產品及服務,N/A,75.64,83,79,60,54
391,HK.02282,飲食/酒店/旅遊,賭場與賭博,N/A,75.34,83,78,90,98
392,HK.00959,飲食/酒店/旅遊,賭場與賭博,N/A,75.31,83,58,45,76
393,HK.02528,零售/貿易,成衣及服飾零售,N/A,74.74,83,85,75,18
394,HK.00931,公用事業,環保公用事業,N/A,74.6,83,79,66,72
395,HK.08255,金融證券,消費信貸及貸款融資,N/A,74.12,83,35,91,75
396,HK.08082,影視/傳媒,影視娛樂,N/A,73.79,83,97,98,99
397,HK.00476,工業,汽車,N/A,73.77,83,95,85,40
398,HK.00376,金融證券,證券及經紀業,N/A,73.71,83,68,87,92
399,HK.01995,地產,物業管理及代理,N/A,73.19,83,80,68,55
400,HK.01002,電子,電器部件及設備,N/A,73.05,83,82,22,82
401,HK.00419,保健/生物科技,醫療保健服務,N/A,72.93,83,86,77,82
402,HK.01472,建築及建築材料,建築,N/A,72.87,83,74,90,91
403,HK.09936,金屬/採礦,金屬採礦及相關貿易,N/A,72.77,82,16,12,8
404,HK.06668,地產,物業管理及代理,N/A,72.69,82,79,72,85
405,HK.08158,保健/生物科技,醫療保健服務,N/A,72.65,82,78,74,92
406,HK.03309,保健/生物科技,醫療保健服務,N/A,72.46,82,84,83,14
407,HK.09001,其他,交易所買賣基金,N/A,72.37,82,94,86,84
408,HK.06919,其他,綜合支援服務,N/A,72.34,82,73,87,97
409,HK.09072,其他,交易所買賣基金,N/A,72.29,82,74,79,34
410,HK.00468,工業,造紙、印刷及包裝,N/A,71.8,82,54,58,80
411,HK.06123,物流運輸,航空貨運與物流,N/A,71.52,82,83,81,87
412,HK.01449,其他,綜合支援服務,N/A,71.48,82,82,85,94
413,HK.08282,科技,軟件及資訊科技顧問,N/A,71.42,82,71,6,27
414,HK.08519,飲食/酒店/旅遊,食肆,N/A,71.37,82,62,81,51
415,HK.00305,工業,汽車,N/A,71.23,82,85,74,26
416,HK.01647,建築及建築材料,建築,N/A,71.21,82,85,93,72
417,HK.00923,工業,造紙、印刷及包裝,N/A,71.19,82,80,38,58
418,HK.01239,工業,造紙、印刷及包裝,N/A,70.95,82,97,99,82
419,HK.00162,零售/貿易,百貨公司,N/A,70.75,82,90,61,60
420,HK.01162,其他,綜合支援服務,N/A,70.73,82,39,15,19
421,HK.03072,其他,交易所買賣基金,N/A,70.2,82,72,79,34
422,HK.00509,保健/生物科技,化肥與農用藥劑,N/A,69.91,82,61,86,95
423,HK.08065,科技,軟件及資訊科技顧問,N/A,69.86,82,80,41,16
424,HK.00718,保健/生物科技,醫療保健設備及用品,N/A,69.72,82,78,58,77
425,HK.09923,科技,電子商貿及互聯網服務,N/A,69.61,82,82,90,96
426,HK.03306,紡織/服飾製造,紡織及成衣,N/A,69.24,81,75,49,20
427,HK.01673,工業,環保產品及服務,N/A,68.9,81,85,82,98
428,HK.00697,金融證券,投資控股及資產管理,N/A,68.86,81,78,76,83
429,HK.09983,地產,物業管理及代理,N/A,68.57,81,73,71,74
430,HK.00268,科技,軟件及資訊科技顧問,N/A,68.4,81,84,67,26
431,HK.09812,其他,交易所買賣基金,N/A,68.06,81,84,85,80
432,HK.01009,地產,地產投資,N/A,67.88,81,80,73,76
433,HK.01132,影視/傳媒,影視娛樂,N/A,67.79,81,85,82,75
434,HK.00952,金融證券,證券及經紀業,N/A,67.62,81,58,57,79
435,HK.09088,其他,交易所買賣基金,N/A,67.39,81,84,80,79
436,HK.03329,金融證券,證券及經紀業,N/A,67.26,81,79,74,20
437,HK.01431,食品/飲料製造,飲品,N/A,67.26,81,77,93,96
438,HK.09067,其他,交易所買賣基金,N/A,67.25,81,84,80,78
439,HK.09151,其他,交易所買賣基金,N/A,67.08,81,68,57,66
440,HK.02696,保健/生物科技,生物科技,N/A,66.64,81,79,86,94
441,HK.01609,建築及建築材料,建築,N/A,66.39,81,80,76,99
442,HK.06127,保健/生物科技,醫療保健服務,N/A,66.38,81,71,95,89
443,HK.08537,零售/貿易,鐘錶珠寶,N/A,66.28,81,72,18,82
444,HK.01268,零售/貿易,汽車零售,N/A,65.88,81,74,28,23
445,HK.02313,紡織/服飾製造,紡織及成衣,N/A,65.79,81,81,51,31
446,HK.01685,工業,工業機械及設備,N/A,65.54,81,77,73,49
447,HK.00176,電子,電子消費品,N/A,65.46,81,99,99,13
448,HK.03067,其他,交易所買賣基金,N/A,65.06,81,83,80,79
449,HK.01148,工業,汽車,N/A,65.05,81,60,11,2
450,HK.00653,零售/貿易,美容護膚,N/A,64.81,80,78,52,73
451,HK.01762,影視/傳媒,廣告,N/A,64.79,80,89,83,68
452,HK.03033,其他,交易所買賣基金,N/A,64.69,80,83,81,79
453,HK.02239,電子,電器部件及設備,N/A,64.23,80,79,74,22
454,HK.00821,金融證券,證券及經紀業,N/A,64.21,80,73,64,32
455,HK.06838,零售/貿易,鐘錶珠寶,N/A,64.2,80,79,84,93
456,HK.03032,其他,交易所買賣基金,N/A,64.15,80,83,81,79
457,HK.08125,建築及建築材料,建築,N/A,64.02,80,72,72,93
458,HK.00754,地產,中國房地產,N/A,63.87,80,84,89,41
459,HK.01066,保健/生物科技,醫療保健設備及用品,N/A,63.53,80,72,89,72
460,HK.08277,工業,林業,N/A,63.34,80,30,18,48
461,HK.08063,飲食/酒店/旅遊,旅遊,N/A,63.31,80,93,95,99
462,HK.01157,工業,工業機械及設備,N/A,63.21,80,76,87,81
463,HK.00674,地產,中國房地產,N/A,62.97,80,13,11,13
464,HK.08076,科技,電子商貿及互聯網服務,N/A,62.91,80,46,50,29
465,HK.00884,地產,中國房地產,N/A,62.66,80,72,40,72
466,HK.03151,其他,交易所買賣基金,N/A,62.59,80,68,57,67
467,HK.08181,地產,物業管理及代理,N/A,62.33,80,80,91,84
468,HK.03088,其他,交易所買賣基金,N/A,62.32,80,83,80,79
469,HK.01452,工業,環保產品及服務,N/A,62.03,80,56,88,33
470,HK.02812,其他,交易所買賣基金,N/A,61.61,80,83,85,80
471,HK.02378,金融證券,保險,N/A,61.46,80,71,67,27
472,HK.02728,石油化工,石油/燃氣加工及分銷,N/A,61.43,80,63,85,26
473,HK.02832,其他,交易所買賣基金,N/A,61.32,79,61,46,44
474,HK.00657,飲食/酒店/旅遊,食肆,N/A,61.03,79,32,82,28
475,HK.06999,地產,綜合地產,N/A,60.79,79,51,42,59
476,HK.03001,其他,交易所買賣基金,N/A,60.59,79,94,86,83
477,HK.07248,其他,基金,N/A,60.54,79,84,73,79
478,HK.83001,其他,交易所買賣基金,N/A,60.39,79,94,87,85
479,HK.01372,建築及建築材料,建築,N/A,60.23,79,66,10,9
480,HK.02136,零售/貿易,百貨公司,N/A,60.11,79,76,32,65
481,HK.03058,其他,交易所買賣基金,N/A,59.96,79,77,70,68
482,HK.02342,科技,電訊及網絡器材,N/A,59.76,79,79,67,39
483,HK.00876,保健/生物科技,醫療保健設備及用品,N/A,59.69,79,81,96,14
484,HK.00318,科技,軟件及資訊科技顧問,N/A,59.42,79,78,53,73
485,HK.01501,保健/生物科技,醫療保健設備及用品,N/A,59.4,79,89,94,89
486,HK.06058,金融證券,證券及經紀業,N/A,59.33,79,59,70,76
487,HK.03109,其他,交易所買賣基金,N/A,59.06,79,66,50,63
488,HK.01817,紡織/服飾製造,紡織及成衣,N/A,58.83,79,69,79,33
489,HK.03399,物流運輸,航空貨運與物流,N/A,58.69,79,73,78,83
490,HK.06989,地產,物業管理及代理,N/A,58.42,79,84,72,93
491,HK.00568,石油化工,石油/燃氣設備及服務,N/A,58.42,79,41,4,3
492,HK.01079,科技,電腦及周邊產品,N/A,58.08,79,45,51,52
493,HK.01053,金屬/採礦,金屬採礦及相關貿易,N/A,58.07,79,67,55,13
494,HK.00806,金融證券,投資控股及資產管理,N/A,57.94,79,66,65,62
495,HK.08489,物流運輸,航空貨運與物流,N/A,57.88,79,81,87,96
496,HK.87001,地產,房地產投資信託基金,N/A,57.64,79,75,72,78
497,HK.00499,其他,綜合支援服務,N/A,57.42,78,59,75,89
498,HK.01037,科技,軟件及資訊科技顧問,N/A,57.21,78,77,76,88
499,HK.00207,地產,中國房地產,N/A,56.97,78,69,58,72
500,HK.09992,工業,玩具,N/A,56.93,78,89,86,90
501,HK.08307,零售/貿易,美容護膚,N/A,56.82,78,28,59,22
502,HK.00211,金融證券,證券及經紀業,N/A,56.68,78,30,51,56
503,HK.83151,其他,交易所買賣基金,N/A,56.57,78,69,61,70
504,HK.08413,食品/飲料製造,包裝食品與肉類,N/A,56.41,78,75,79,90
505,HK.82832,其他,交易所買賣基金,N/A,56.13,78,66,48,46
506,HK.02338,工業,工業機械及設備,N/A,56.01,78,79,68,80
507,HK.00296,飲食/酒店/旅遊,賭場與賭博,N/A,55.76,78,71,75,80
508,HK.01612,保健/生物科技,醫療保健設備及用品,N/A,55.66,78,88,84,98
509,HK.01314,飲食/酒店/旅遊,食肆,N/A,55.3,78,70,74,62
510,HK.01064,地產,中國房地產,N/A,55.2,78,86,83,84
511,HK.08423,建築及建築材料,建築,N/A,55.03,78,63,68,72
512,HK.08237,飲食/酒店/旅遊,酒店,N/A,54.63,78,91,89,60
513,HK.03182,其他,交易所買賣基金,N/A,54.54,78,81,80,63
514,HK.01927,食品/飲料製造,包裝食品與肉類,N/A,54.19,78,78,88,96
515,HK.03117,其他,交易所買賣基金,N/A,54.09,78,77,75,77
516,HK.01463,科技,軟件及資訊科技顧問,N/A,54.03,78,86,36,14
517,HK.02003,金融證券,消費信貸及貸款融資,N/A,54.0,78,63,67,67
518,HK.00292,金融證券,投資控股及資產管理,N/A,53.83,78,77,66,76
519,HK.08437,保健/生物科技,醫療保健服務,N/A,53.8,78,51,91,99
520,HK.03808,工業,工業機械及設備,N/A,53.75,77,63,73,92
521,HK.08071,科技,電子商貿及互聯網服務,N/A,53.13,77,52,68,67
522,HK.01812,工業,造紙、印刷及包裝,N/A,52.61,77,75,77,79
523,HK.01546,建築及建築材料,建築,N/A,52.16,77,64,49,54
524,HK.00487,飲食/酒店/旅遊,酒店,N/A,52.03,77,54,44,62
525,HK.01577,金融證券,消費信貸及貸款融資,N/A,51.84,77,79,52,52
526,HK.02601,金融證券,保險,N/A,51.84,77,66,59,58
527,HK.00951,工業,汽車,N/A,51.73,77,73,76,77
528,HK.00769,金屬/採礦,金屬採礦及相關貿易,N/A,51.33,77,76,15,14
529,HK.01979,電子,電器部件及設備,N/A,50.78,77,35,45,43
530,HK.02348,保健/生物科技,製藥,N/A,50.43,77,35,36,17
531,HK.01722,建築及建築材料,建築,N/A,49.98,77,66,37,36
532,HK.01059,科技,軟件及資訊科技顧問,N/A,49.96,77,20,10,13
533,HK.01008,工業,造紙、印刷及包裝,N/A,49.87,77,34,49,73
534,HK.06078,保健/生物科技,醫療保健服務,N/A,49.82,77,91,94,29
535,HK.08383,工業,造紙、印刷及包裝,N/A,49.81,77,11,19,17
536,HK.01617,科技,電訊及網絡器材,N/A,49.54,77,96,96,96
537,HK.09616,其他,綜合支援服務,N/A,49.48,77,80,60,35
538,HK.00859,地產,綜合地產,N/A,49.46,77,80,70,25
539,HK.00256,零售/貿易,鐘錶珠寶,N/A,49.37,77,82,39,80
540,HK.01788,金融證券,證券及經紀業,N/A,49.36,77,62,59,46
541,HK.02223,工業,家居耐用消費品,N/A,49.36,77,33,22,35
542,HK.03839,保健/生物科技,生物科技,N/A,49.21,77,58,52,45
543,HK.01728,零售/貿易,汽車零售,N/A,48.98,77,88,65,52
544,HK.03616,地產,中國房地產,N/A,48.8,76,63,79,66
545,HK.00085,科技,半導體,N/A,48.59,76,76,68,47
546,HK.00503,保健/生物科技,製藥,N/A,48.45,76,81,93,42
547,HK.00895,工業,環保產品及服務,N/A,48.28,76,66,67,87
548,HK.01525,其他,綜合支援服務,N/A,48.11,76,76,83,75
549,HK.09167,其他,交易所買賣基金,N/A,47.96,76,78,77,73
550,HK.03181,其他,交易所買賣基金,N/A,47.6,76,67,69,53
551,HK.01137,科技,電子商貿及互聯網服務,N/A,47.6,76,72,88,44
552,HK.01559,建築及建築材料,建築,N/A,47.35,76,80,81,87
553,HK.00388,金融證券,其它綜合性金融服務,N/A,47.22,76,64,42,43
554,HK.00558,工業,工業機械及設備,N/A,47.15,76,62,7,0
555,HK.00127,地產,地產投資,N/A,46.7,76,77,83,44
556,HK.01945,金融證券,其它綜合性金融服務,N/A,46.62,76,91,81,96
557,HK.08051,電子,電器部件及設備,N/A,46.59,76,53,34,91
558,HK.01933,科技,軟件及資訊科技顧問,N/A,46.14,76,75,24,19
559,HK.01371,飲食/酒店/旅遊,賭場與賭博,N/A,46.11,76,76,83,61
560,HK.06918,工業,玩具,N/A,45.93,76,82,85,65
561,HK.01173,零售/貿易,美容護膚,N/A,45.76,76,61,39,29
562,HK.01905,金融證券,消費信貸及貸款融資,N/A,45.38,76,76,82,67
563,HK.08221,金融證券,證券及經紀業,N/A,45.36,76,80,30,95
564,HK.03167,其他,交易所買賣基金,N/A,45.34,76,76,78,74
565,HK.01257,公用事業,環保公用事業,N/A,44.74,76,79,63,59
566,HK.02007,地產,中國房地產,N/A,44.66,76,82,80,74
567,HK.01429,建築及建築材料,建築,N/A,44.66,76,76,86,83
568,HK.01207,地產,中國房地產,N/A,44.5,75,78,72,31
569,HK.00738,紡織/服飾製造,鞋類,N/A,44.36,75,71,78,77
570,HK.01061,保健/生物科技,生物科技,N/A,44.11,75,73,62,40
571,HK.01581,建築及建築材料,建築,N/A,43.75,75,72,17,11
572,HK.01396,地產,中國房地產,N/A,43.74,75,70,69,47
573,HK.03889,食品/飲料製造,農產品,N/A,43.71,75,43,71,55
574,HK.02699,地產,中國房地產,N/A,43.34,75,90,82,97
575,HK.03999,食品/飲料製造,農產品,N/A,43.27,75,75,65,75
576,HK.03606,工業,汽車,N/A,43.16,75,83,51,43
577,HK.08418,工業,汽車,N/A,43.05,75,84,83,91
578,HK.01549,物流運輸,海港與服務,N/A,42.97,75,51,31,7
579,HK.03938,金融證券,證券及經紀業,N/A,42.88,75,61,63,87
580,HK.06099,金融證券,證券及經紀業,N/A,42.65,75,68,45,24
581,HK.09181,其他,交易所買賣基金,N/A,42.29,75,68,68,53
582,HK.00372,金融證券,投資控股及資產管理,N/A,42.22,75,78,58,42
583,HK.00862,科技,軟件及資訊科技顧問,N/A,42.0,75,44,75,44
584,HK.00242,綜合企業,綜合企業,N/A,42.0,75,69,54,71
585,HK.00765,工業,玩具,N/A,41.95,75,86,76,10
586,HK.00771,科技,軟件及資訊科技顧問,N/A,41.83,75,64,27,48
587,HK.08161,保健/生物科技,醫療保健服務,N/A,41.73,75,64,54,66
588,HK.01193,公用事業,燃氣公用事業,N/A,41.68,75,78,47,59
589,HK.00845,地產,中國房地產,N/A,41.53,75,56,31,48
590,HK.01847,建築及建築材料,建築材料,N/A,41.19,75,65,74,74
591,HK.00273,金融證券,證券及經紀業,N/A,41.14,74,74,83,88
592,HK.02689,工業,造紙、印刷及包裝,N/A,40.76,74,80,80,64
593,HK.00317,工業,工業機械及設備,N/A,40.59,74,75,44,64
594,HK.00381,工業,玩具,N/A,40.38,74,82,82,92
595,HK.03933,保健/生物科技,製藥,N/A,40.13,74,74,72,75
596,HK.00003,公用事業,燃氣公用事業,N/A,39.88,74,64,32,57
597,HK.02222,工業,家居耐用消費品,N/A,39.87,74,18,50,50
598,HK.08143,保健/生物科技,醫療保健服務,N/A,39.74,74,49,15,55
599,HK.01195,地產,中國房地產,N/A,39.45,74,65,69,16
600,HK.08062,科技,軟件及資訊科技顧問,N/A,39.2,74,67,76,23
601,HK.00495,地產,地產投資,N/A,39.06,74,48,26,30
602,HK.00214,金融證券,投資控股及資產管理,N/A,39.02,74,76,66,78
603,HK.02001,其他,綜合支援服務,N/A,38.99,74,84,92,74
604,HK.03759,保健/生物科技,生物科技,N/A,38.94,74,81,84,29
605,HK.83167,其他,交易所買賣基金,N/A,38.81,74,79,78,77
606,HK.00763,科技,電訊及網絡器材,N/A,38.71,74,73,50,27
607,HK.08521,紡織/服飾製造,紡織及成衣,N/A,38.53,74,75,64,64
608,HK.06611,地產,中國房地產,N/A,38.42,74,75,90,52
609,HK.09807,其他,交易所買賣基金,N/A,38.33,74,64,44,43
610,HK.03166,其他,交易所買賣基金,N/A,38.18,74,74,63,71
611,HK.03193,其他,交易所買賣基金,N/A,38.14,74,61,28,68
612,HK.09191,其他,交易所買賣基金,N/A,37.46,74,50,37,36
613,HK.02163,工業,工業機械及設備,N/A,37.3,74,79,62,92
614,HK.01163,影視/傳媒,廣告,N/A,37.12,74,43,14,94
615,HK.01711,工業,家居耐用消費品,N/A,36.71,73,71,18,27
616,HK.00993,金融證券,投資控股及資產管理,N/A,36.6,73,65,52,61
617,HK.08267,科技,軟件及資訊科技顧問,N/A,36.41,73,76,88,95
618,HK.00966,金融證券,保險,N/A,36.15,73,72,65,53
619,HK.00092,石油化工,石油/燃氣加工及分銷,N/A,35.93,73,40,21,43
620,HK.00061,金屬/採礦,煤炭開採及相關貿易,N/A,35.88,73,48,25,54
621,HK.01215,飲食/酒店/旅遊,酒店,N/A,35.79,73,78,85,59
622,HK.02039,工業,工業機械及設備,N/A,35.78,73,56,48,29
623,HK.00943,保健/生物科技,醫療保健設備及用品,N/A,35.53,73,60,75,81
624,HK.00432,地產,地產投資,N/A,35.47,73,74,69,75
625,HK.02339,工業,汽車,N/A,35.45,73,64,80,10
626,HK.00551,紡織/服飾製造,體育用品,N/A,35.09,73,63,79,44
627,HK.09978,地產,物業管理及代理,N/A,35.03,73,79,80,60
628,HK.00184,飲食/酒店/旅遊,酒店,N/A,34.9,73,53,57,33
629,HK.02878,科技,半導體,N/A,34.78,73,22,7,4
630,HK.02807,其他,交易所買賣基金,N/A,34.77,73,61,45,47
631,HK.00921,工業,家居耐用消費品,N/A,34.41,73,69,24,85
632,HK.01697,金融證券,投資控股及資產管理,N/A,34.36,73,70,89,82
633,HK.00846,地產,中國房地產,N/A,34.34,73,94,78,94
634,HK.01117,食品/飲料製造,飲品,N/A,34.15,73,34,80,57
635,HK.01889,保健/生物科技,製藥,N/A,33.91,73,93,50,8
636,HK.08053,建築及建築材料,建築,N/A,33.67,73,77,84,89
637,HK.00345,食品/飲料製造,飲品,N/A,33.57,73,81,86,92
638,HK.02008,影視/傳媒,電視廣播,N/A,33.5,72,81,87,36
639,HK.03162,其他,交易所買賣基金,N/A,33.48,72,62,66,44
640,HK.01421,建築及建築材料,建築,N/A,33.42,72,39,53,66
641,HK.00868,工業,工業用品,N/A,33.37,72,62,63,60
642,HK.08107,紡織/服飾製造,紡織及成衣,N/A,33.3,72,73,83,83
643,HK.00116,零售/貿易,鐘錶珠寶,N/A,33.19,72,61,53,33
644,HK.02801,其他,交易所買賣基金,N/A,33.18,72,74,74,70
645,HK.00867,保健/生物科技,製藥,N/A,32.71,72,49,44,25
646,HK.09173,其他,交易所買賣基金,N/A,32.46,72,59,50,52
647,HK.08612,工業,工業機械及設備,N/A,32.32,72,98,90,4
648,HK.01718,建築及建築材料,建築,N/A,31.96,72,80,78,93
649,HK.03147,其他,交易所買賣基金,N/A,31.79,72,56,48,36
650,HK.01839,工業,汽車,N/A,31.78,72,70,46,71
651,HK.09806,其他,交易所買賣基金,N/A,31.6,72,75,70,67
652,HK.01705,食品/飲料製造,包裝食品與肉類,N/A,31.46,72,87,78,46
653,HK.00764,綜合企業,綜合企業,N/A,31.29,72,80,75,44
654,HK.06288,零售/貿易,成衣及服飾零售,N/A,31.07,72,71,74,78
655,HK.03173,其他,交易所買賣基金,N/A,30.74,72,54,51,53
656,HK.01347,科技,半導體,N/A,30.73,72,68,45,40
657,HK.02129,物流運輸,航空貨運與物流,N/A,30.62,72,73,90,89
658,HK.02798,金屬/採礦,煤炭開採及相關貿易,N/A,30.43,72,75,89,98
659,HK.00833,電子,電子消費品,N/A,30.38,72,49,71,87
660,HK.00365,工業,工業機械及設備,N/A,30.21,72,71,90,87
661,HK.01124,地產,中國房地產,N/A,29.85,72,62,73,77
662,HK.00082,科技,軟件及資訊科技顧問,N/A,29.43,71,58,89,57
663,HK.01545,工業,家居耐用消費品,N/A,29.31,71,64,47,29
664,HK.03191,其他,交易所買賣基金,N/A,29.28,71,45,38,39
665,HK.00583,地產,地產投資,N/A,29.2,71,84,83,65
666,HK.01861,工業,汽車,N/A,29.05,71,72,79,55
667,HK.02122,工業,玩具,N/A,28.93,71,80,55,27
668,HK.00638,電子,電子消費品,N/A,28.85,71,77,79,86
669,HK.08455,建築及建築材料,建築,N/A,28.54,71,86,94,89
670,HK.01716,影視/傳媒,廣告,N/A,28.4,71,83,86,83
671,HK.01538,地產,物業管理及代理,N/A,28.1,71,66,76,51
672,HK.01351,影視/傳媒,廣告,N/A,28.06,71,71,92,95
673,HK.00512,保健/生物科技,製藥,N/A,28.06,71,49,58,57
674,HK.83147,其他,交易所買賣基金,N/A,27.8,71,61,50,37
675,HK.02806,其他,交易所買賣基金,N/A,27.5,71,74,70,69
676,HK.08001,金融證券,證券及經紀業,N/A,27.46,71,86,93,97
677,HK.01862,地產,中國房地產,N/A,27.41,71,53,46,38
678,HK.03968,銀行,綜合性銀行,N/A,27.37,71,34,21,22
679,HK.01189,飲食/酒店/旅遊,酒店,N/A,27.2,71,80,61,79
680,HK.01928,飲食/酒店/旅遊,賭場與賭博,N/A,27.0,71,72,68,97
681,HK.01086,工業,個人及家居用品,N/A,26.96,71,69,68,71
682,HK.02159,保健/生物科技,醫療保健服務,N/A,26.74,71,87,88,97
683,HK.00488,地產,綜合地產,N/A,26.61,71,77,73,94
684,HK.08483,工業,個人及家居用品,N/A,26.29,71,86,17,11
685,HK.00070,飲食/酒店/旅遊,賭場與賭博,N/A,26.26,71,55,37,69
686,HK.08147,科技,衛星及航天科技,N/A,26.18,70,62,72,94
687,HK.03157,其他,交易所買賣基金,N/A,26.11,70,66,66,52
688,HK.08225,保健/生物科技,醫療保健服務,N/A,26.01,70,29,71,28
689,HK.03396,科技,電腦及周邊產品,N/A,25.79,70,63,66,21
690,HK.09959,科技,軟件及資訊科技顧問,N/A,25.59,70,80,94,95
691,HK.00592,紡織/服飾製造,紡織及成衣,N/A,25.31,70,27,17,4
692,HK.00265,地產,物業管理及代理,N/A,25.23,70,79,76,78
693,HK.09963,科技,電訊及網絡器材,N/A,25.17,70,54,49,62
694,HK.00924,建築及建築材料,建築,N/A,24.75,70,35,16,9
695,HK.02318,金融證券,保險,N/A,24.4,70,57,65,87
696,HK.00129,金融證券,投資控股及資產管理,N/A,24.4,70,72,62,76
697,HK.08311,工業,工業用品,N/A,24.28,70,90,48,93
698,HK.01235,飲食/酒店/旅遊,旅遊,N/A,24.2,70,56,72,23
699,HK.01897,建築及建築材料,建築,N/A,24.02,70,57,27,24
700,HK.00065,金屬/採礦,煤炭開採及相關貿易,N/A,23.88,70,82,98,81
701,HK.00094,工業,林業,N/A,23.64,70,54,18,31
702,HK.00218,金融證券,證券及經紀業,N/A,23.48,70,69,57,41
703,HK.00291,食品/飲料製造,飲品,N/A,23.48,70,74,49,62
704,HK.00186,工業,家居耐用消費品,N/A,23.18,70,78,81,78
705,HK.09977,食品/飲料製造,農產品,N/A,23.12,70,94,74,88
706,HK.01558,保健/生物科技,製藥,N/A,22.8,70,64,11,98
707,HK.00084,零售/貿易,鐘錶珠寶,N/A,22.79,70,72,61,71
708,HK.00668,金融證券,消費信貸及貸款融資,N/A,22.77,70,78,57,50
709,HK.02309,影視/傳媒,影視娛樂,N/A,22.31,69,80,87,80
710,HK.00174,金融證券,投資控股及資產管理,N/A,22.22,69,50,72,65
711,HK.08139,石油化工,綜合化工產品,N/A,22.01,69,66,31,84
712,HK.09888,科技,電子商貿及互聯網服務,N/A,21.92,69,54,79,78
713,HK.01062,金融證券,投資控股及資產管理,N/A,21.79,69,51,77,69
714,HK.00794,工業,造紙、印刷及包裝,N/A,21.77,69,72,73,42
715,HK.01815,零售/貿易,鐘錶珠寶,N/A,21.67,69,14,2,55
716,HK.01502,地產,中國房地產,N/A,21.58,69,77,83,83
717,HK.06055,工業,造紙、印刷及包裝,N/A,21.33,69,60,60,24
718,HK.01022,科技,軟件及資訊科技顧問,N/A,21.22,69,92,59,9
719,HK.01098,地產,中國房地產,N/A,21.14,69,61,70,81
720,HK.09997,保健/生物科技,醫療保健設備及用品,N/A,21.08,69,63,82,91
721,HK.01115,食品/飲料製造,飲品,N/A,21.07,69,64,72,76
722,HK.01243,地產,綜合地產,N/A,21.06,69,66,76,66
723,HK.00901,金融證券,投資控股及資產管理,N/A,21.05,69,68,87,95
724,HK.09922,飲食/酒店/旅遊,食肆,N/A,20.91,69,70,88,77
725,HK.01661,其他,綜合支援服務,N/A,20.66,69,91,90,60
726,HK.03368,零售/貿易,百貨公司,N/A,20.49,69,77,76,39
727,HK.02231,地產,中國房地產,N/A,20.47,69,48,66,61
728,HK.08473,零售/貿易,美容護膚,N/A,20.26,69,74,45,38
729,HK.00055,工業,造紙、印刷及包裝,N/A,20.13,69,67,67,28
730,HK.01366,電子,電器部件及設備,N/A,20.03,69,71,71,87
731,HK.01362,科技,綜合科技,N/A,20.02,69,74,50,46
732,HK.00726,建築及建築材料,建築,N/A,20.0,69,65,48,73
733,HK.06111,地產,中國房地產,N/A,19.84,68,80,77,83
734,HK.01655,飲食/酒店/旅遊,賭場與賭博,N/A,19.5,68,70,67,37
735,HK.01665,科技,軟件及資訊科技顧問,N/A,19.48,68,62,61,86
736,HK.06811,飲食/酒店/旅遊,食肆,N/A,19.45,68,77,81,69
737,HK.00518,紡織/服飾製造,紡織及成衣,N/A,19.17,68,65,76,52
738,HK.00981,科技,半導體,N/A,19.02,68,67,72,59
739,HK.00712,工業,環保產品及服務,N/A,18.96,68,76,81,8
740,HK.00567,工業,造紙、印刷及包裝,N/A,18.83,68,82,94,46
741,HK.08417,其他,綜合支援服務,N/A,18.75,68,34,40,77
742,HK.01101,石油化工,石油/燃氣勘探,N/A,18.74,68,79,70,30
743,HK.08325,科技,電子商貿及互聯網服務,N/A,18.73,68,73,44,81
744,HK.00484,科技,軟件及資訊科技顧問,N/A,18.68,68,87,62,94
745,HK.00747,建築及建築材料,建築,N/A,18.63,68,63,73,26
746,HK.00696,航空,航空支援及其他服務,N/A,18.54,68,65,55,58
747,HK.01701,飲食/酒店/旅遊,旅遊,N/A,18.39,68,76,84,82
748,HK.01229,金屬/採礦,煤炭開採及相關貿易,N/A,18.25,68,83,86,11
749,HK.01281,公用事業,環保公用事業,N/A,18.24,68,56,80,78
750,HK.01578,銀行,綜合性銀行,N/A,18.2,68,85,90,61
751,HK.00893,金屬/採礦,金屬採礦及相關貿易,N/A,18.19,68,59,56,21
752,HK.01601,金融證券,消費信貸及貸款融資,N/A,17.82,68,63,78,65
753,HK.01695,食品/飲料製造,綜合飲食製造,N/A,17.7,68,71,78,72
